food_name,energy,protein,fat,carbohydrate
（すぐり類）　カシス　冷凍,257.0,1.6,1.6,13.4
（すぐり類）　グーズベリー　生,215.0,1.0,0.1,13.2
スターフルーツ　生,126.0,0.7,0.1,7.5
（すもも類）　にほんすもも　生,193.0,0.6,1.0,9.4
（すもも類）　プルーン　生,207.0,0.7,0.1,12.6
（すもも類）　プルーン　乾,894.0,2.4,0.2,62.3
チェリモヤ　生,348.0,1.3,0.3,19.8
ドラゴンフルーツ　生,218.0,1.4,0.3,11.8
ドリアン　生,592.0,2.3,3.3,27.1
（なし類）　日本なし　生,161.0,0.3,0.1,11.3
（なし類）　日本なし　缶詰,323.0,0.1,0.1,19.1
（なし類）　中国なし　生,209.0,0.2,0.1,12.7
（なし類）　西洋なし　生,203.0,0.3,0.1,14.4
（なし類）　西洋なし　缶詰,333.0,0.2,0.1,20.7
なつめ　乾,1242.0,3.9,2.0,71.4
なつめやし　乾,1191.0,2.2,0.2,71.3
パインアップル　生,231.0,0.6,0.1,13.7
パインアップル　焼き,313.0,0.9,0.2,20.1
パインアップル　果実飲料　ストレートジュース,195.0,0.3,0.1,11.0
パインアップル　果実飲料　濃縮還元ジュース,193.0,0.1,0.1,11.1
パインアップル　果実飲料　50%果汁入り飲料,214.0,0.3,0.1,12.1
パインアップル　果実飲料　10%果汁入り飲料,211.0,,,12.4
パインアップル　缶詰,326.0,0.4,0.1,20.3
パインアップル　砂糖漬,1490.0,0.5,0.2,86.8
ハスカップ　生,233.0,0.7,0.6,12.8
パッションフルーツ　果汁　生,285.0,0.8,0.4,16.2
バナナ　生,392.0,1.1,0.2,22.5
バナナ　乾,1330.0,3.8,0.4,78.5
パパイア　完熟　生,141.0,0.5,0.2,9.5
パパイア　未熟　生,149.0,1.3,0.1,9.4
びわ　生,174.0,0.3,0.1,10.6
びわ　缶詰,339.0,0.3,0.1,19.8
ぶどう　皮なし　生,247.0,0.4,0.1,15.7
ぶどう　皮つき　生,296.0,0.6,0.2,16.9
ぶどう　皮つき　シャインマスカット　生,260.0,0.7,0.2,16.1
ぶどう　干しぶどう,1374.0,2.7,0.2,80.3
ぶどう　果実飲料　ストレートジュース,231.0,0.3,0.2,14.3
ぶどう　果実飲料　濃縮還元ジュース,197.0,0.3,0.3,12.0
ぶどう　果実飲料　70%果汁入り飲料,222.0,0.2,,12.9
ぶどう　果実飲料　10%果汁入り飲料,223.0,,,13.1
ぶどう　缶詰,354.0,0.4,0.1,20.4
ぶどう　ジャム,803.0,0.5,0.1,47.5
ブルーベリー　生,201.0,0.5,0.1,12.9
ブルーベリー　ジャム,738.0,0.7,0.3,43.8
ブルーベリー　乾,1181.0,2.7,1.9,72.5
ホワイトサポテ　生,310.0,1.5,0.1,18.9
まくわうり　黄肉種　生,142.0,0.8,0.1,7.8
まくわうり　白肉種　生,142.0,0.8,0.1,7.8
マルメロ　生,201.0,0.3,0.1,15.1
マンゴー　生,289.0,0.6,0.1,16.9
マンゴー　ドライマンゴー,1436.0,3.1,0.7,84.9
マンゴスチン　生,303.0,0.6,0.2,17.5
メロン　温室メロン　生,172.0,1.1,0.1,10.3
メロン　露地メロン　緑肉種　生,193.0,1.0,0.1,10.4
メロン　露地メロン　赤肉種　生,193.0,1.0,0.1,10.4
（もも類）　もも　白肉種　生,161.0,0.6,0.1,10.2
（もも類）　もも　黄肉種　生,204.0,0.5,0.2,13.4
（もも類）　もも　果実飲料　30%果汁入り飲料　（ネクター）,196.0,0.2,0.1,11.6
（もも類）　もも　缶詰　白肉種　果肉,349.0,0.5,0.1,20.6
（もも類）　もも　缶詰　黄肉種　果肉,350.0,0.5,0.1,20.6
（もも類）　もも　缶詰　液汁,343.0,0.3,0.1,19.8
（もも類）　ネクタリン　生,164.0,0.7,0.3,10.7
やまもも　生,198.0,0.5,0.2,11.3
ライチー　生,261.0,1.0,0.1,16.4
ラズベリー　生,150.0,1.1,0.1,10.2
りゅうがん　乾,1314.0,5.1,0.4,72.9
りんご　皮なし　生,225.0,0.1,0.2,15.5
りんご　皮つき　生,238.0,0.2,0.3,16.2
りんご　皮つき　焼き,364.0,0.2,0.4,21.9
りんご　果実飲料　ストレートジュース,182.0,0.2,0.1,11.8
りんご　果実飲料　濃縮還元ジュース,200.0,0.1,0.2,11.4
りんご　果実飲料　50%果汁入り飲料,197.0,0.1,,11.5
りんご　果実飲料　30%果汁入り飲料,194.0,,,11.4
りんご　缶詰,346.0,0.3,0.1,20.1
りんご　ジャム,864.0,0.2,0.1,52.7
えのきたけ　生,144.0,2.7,0.2,7.6
えのきたけ　ゆで,141.0,2.8,0.1,7.8
えのきたけ　油いため,296.0,3.0,3.9,8.8
えのきたけ　味付け瓶詰,320.0,3.6,0.3,16.9
（きくらげ類）　あらげきくらげ　生,57.0,0.7,0.1,5.4
（きくらげ類）　あらげきくらげ　乾,743.0,6.9,0.7,77.0
（きくらげ類）　あらげきくらげ　ゆで,152.0,1.2,0.1,16.1
（きくらげ類）　あらげきくらげ　油いため,448.0,2.3,5.2,27.8
（きくらげ類）　きくらげ　乾,888.0,7.9,2.1,71.1
（きくらげ類）　きくらげ　ゆで,56.0,0.6,0.2,5.2
（きくらげ類）　しろきくらげ　乾,686.0,4.9,0.7,74.5
（きくらげ類）　しろきくらげ　ゆで,61.0,0.4,,6.7
くろあわびたけ　生,116.0,3.7,0.4,4.9
しいたけ　生しいたけ　菌床栽培　生,102.0,3.1,0.3,6.4
しいたけ　生しいたけ　菌床栽培　ゆで,89.0,2.5,0.4,5.1
しいたけ　生しいたけ　菌床栽培　油いため,267.0,3.3,4.1,7.3
しいたけ　生しいたけ　菌床栽培　天ぷら,837.0,3.4,14.0,17.8
しいたけ　生しいたけ　原木栽培　生,141.0,3.1,0.4,7.6
しいたけ　生しいたけ　原木栽培　ゆで,111.0,2.4,0.4,5.9
しいたけ　生しいたけ　原木栽培　油いため,349.0,3.8,5.4,8.8
しいたけ　乾しいたけ　乾,1072.0,21.2,2.8,62.5
しいたけ　乾しいたけ　ゆで,168.0,3.1,0.3,9.9
しいたけ　乾しいたけ　甘煮,490.0,3.3,0.4,28.9
（しめじ類）　はたけしめじ　生,105.0,2.6,0.3,4.5
（しめじ類）　はたけしめじ　ゆで,103.0,2.6,0.3,5.1
（しめじ類）　ぶなしめじ　生,108.0,2.7,0.5,4.8
（しめじ類）　ぶなしめじ　ゆで,92.0,2.7,0.2,5.2
（しめじ類）　ぶなしめじ　油いため,268.0,3.0,5.5,4.8
（しめじ類）　ぶなしめじ　素揚げ,693.0,3.9,14.3,10.1
（しめじ類）　ぶなしめじ　天ぷら,1034.0,3.4,17.1,23.2
（しめじ類）　ほんしめじ　生,88.0,2.5,0.4,2.8
（しめじ類）　ほんしめじ　ゆで,109.0,2.8,0.6,4.1
たもぎたけ　生,97.0,3.6,0.3,3.7
なめこ　株採り　生,89.0,1.8,0.2,5.4
なめこ　株採り　ゆで,92.0,1.6,0.1,5.1
なめこ　カットなめこ　生,60.0,1.1,0.1,3.6
なめこ　水煮缶詰,55.0,1.0,0.1,3.2
ぬめりすぎたけ　生,97.0,2.3,0.4,4.1
（ひらたけ類）　うすひらたけ　生,156.0,6.1,0.2,4.8
（ひらたけ類）　エリンギ　生,128.0,2.8,0.4,6.0
（ひらたけ類）　エリンギ　ゆで,134.0,3.2,0.5,6.5
（ひらたけ類）　エリンギ　焼き,170.0,4.2,0.5,9.1
（ひらたけ類）　エリンギ　油いため,286.0,3.2,3.7,8.1
（ひらたけ類）　ひらたけ　生,143.0,3.3,0.3,6.2
（ひらたけ類）　ひらたけ　ゆで,139.0,3.4,0.2,6.6
まいたけ　生,89.0,2.0,0.5,4.4
まいたけ　ゆで,113.0,1.6,0.5,6.4
まいたけ　油いため,276.0,2.6,4.4,6.8
まいたけ　乾,1137.0,21.9,3.9,59.9
マッシュルーム　生,62.0,2.9,0.3,2.1
マッシュルーム　ゆで,82.0,3.8,0.2,3.7
マッシュルーム　油いため,236.0,3.6,4.5,4.5
マッシュルーム　ブラウン種　生,73.0,3.2,0.4,2.9
マッシュルーム　水煮缶詰,76.0,3.4,0.2,3.3
まつたけ　生,132.0,2.0,0.6,8.2
やなぎまつたけ　生,84.0,2.4,0.1,4.0
あおさ　素干し,840.0,22.1,0.6,41.7
あおのり　素干し,1035.0,29.4,5.2,41.0
あまのり　ほしのり,1154.0,39.4,3.7,38.7
あまのり　焼きのり,1240.0,41.4,3.7,44.3
あまのり　味付けのり,1271.0,40.0,3.5,41.8
あらめ　蒸し干し,757.0,12.4,0.7,56.2
いわのり　素干し,952.0,34.8,0.7,39.1
うみぶどう　生,24.0,0.5,0.1,1.2
えごのり　素干し,734.0,9.0,0.1,62.2
えごのり　おきうと,29.0,0.3,0.1,2.5
おごのり　塩蔵　塩抜き,108.0,1.3,0.1,8.8
かわのり　素干し,1028.0,38.1,1.6,41.7
（こんぶ類）　えながおにこんぶ　素干し,940.0,11.0,1.0,55.7
（こんぶ類）　がごめこんぶ　素干し,898.0,7.9,0.5,62.1
（こんぶ類）　ながこんぶ　素干し,853.0,8.3,1.5,58.5
（こんぶ類）　ほそめこんぶ　素干し,945.0,6.9,1.7,62.9
（こんぶ類）　まこんぶ　素干し　乾,703.0,5.8,1.3,64.3
（こんぶ類）　まこんぶ　素干し　水煮,114.0,1.1,0.3,11.6
（こんぶ類）　みついしこんぶ　素干し,979.0,7.7,1.9,64.7
（こんぶ類）　りしりこんぶ　素干し,878.0,8.0,2.0,56.5
（こんぶ類）　刻み昆布,486.0,5.4,0.5,50.2
（こんぶ類）　削り昆布,738.0,6.5,0.9,50.2
（こんぶ類）　塩昆布,813.0,16.9,0.4,37.0
（こんぶ類）　つくだ煮,634.0,6.0,1.0,33.3
すいぜんじのり　素干し　水戻し,42.0,1.5,,2.1
てんぐさ　素干し,800.0,16.1,1.0,53.8
てんぐさ　ところてん,8.0,0.2,0.0,0.6
てんぐさ　角寒天,640.0,2.4,0.2,74.1
てんぐさ　寒天,12.0,,,1.5
てんぐさ　粉寒天,641.0,0.2,0.3,81.7
とさかのり　赤とさか　塩蔵　塩抜き,80.0,1.5,0.1,5.1
とさかのり　青とさか　塩蔵　塩抜き,69.0,0.9,0.2,4.9
ひじき　ほしひじき　ステンレス釜　乾,739.0,9.2,3.2,58.4
ひじき　ほしひじき　ステンレス釜　ゆで,45.0,0.7,0.3,3.4
ひじき　ほしひじき　ステンレス釜　油いため,208.0,0.8,4.7,4.1
ひじき　ほしひじき　鉄釜　乾,759.0,9.2,3.2,56.0
ひじき　ほしひじき　鉄釜　ゆで,53.0,0.7,0.3,3.4
ひじき　ほしひじき　鉄釜　油いため,221.0,0.8,4.7,4.1
ひとえぐさ　素干し,709.0,16.6,1.0,46.3
ひとえぐさ　つくだ煮,626.0,14.4,1.3,21.1
ふのり　素干し,858.0,13.8,1.0,57.8
まつも　素干し,1054.0,27.9,4.9,40.8
むかでのり　塩蔵　塩抜き,47.0,0.6,0.1,4.2
（もずく類）　おきなわもずく　塩蔵　塩抜き,27.0,0.3,0.2,2.0
（もずく類）　もずく　塩蔵　塩抜き,18.0,0.2,0.1,1.4
わかめ　原藻　生,100.0,1.9,0.2,5.6
わかめ　乾燥わかめ　素干し,716.0,14.4,2.6,39.6
わかめ　乾燥わかめ　素干し　水戻し,81.0,1.6,0.3,4.9
わかめ　乾燥わかめ　素干し　水戻し　水煮,43.0,1.0,0.3,2.6
わかめ　乾燥わかめ　板わかめ,835.0,16.7,1.2,47.4
わかめ　乾燥わかめ　灰干し　水戻し,39.0,1.1,0.1,2.2
わかめ　カットわかめ　乾,770.0,17.9,4.0,42.1
わかめ　カットわかめ　水煮　（沸騰水で短時間加熱したもの）,69.0,1.3,0.8,3.8
わかめ　カットわかめ　水煮の汁,1.0,,,0.1
わかめ　湯通し塩蔵わかめ　塩抜き　生,68.0,1.5,0.3,3.4
わかめ　湯通し塩蔵わかめ　塩抜き　ゆで,29.0,0.6,0.1,1.4
わかめ　くきわかめ　湯通し塩蔵　塩抜き,74.0,1.1,0.3,5.5
わかめ　めかぶわかめ　生,59.0,0.9,0.6,3.4
＜魚類＞　あいなめ　生,443.0,19.1,3.4,0.1
＜魚類＞　あこうだい　生,362.0,16.8,2.3,0.1
＜魚類＞　（あじ類）　まあじ　皮つき　生,471.0,19.7,4.5,0.1
＜魚類＞　（あじ類）　まあじ　皮なし　生,454.0,19.7,4.1,0.2
＜魚類＞　（あじ類）　まあじ　皮つき　水煮,574.0,22.4,5.9,0.1
＜魚類＞　（あじ類）　まあじ　皮つき　焼き,661.0,25.9,6.4,0.1
＜魚類＞　（あじ類）　まあじ　皮つき　フライ,1126.0,20.1,18.2,7.9
＜魚類＞　（あじ類）　まあじ　開き干し　生,628.0,20.2,8.8,0.1
＜魚類＞　（あじ類）　まあじ　開き干し　焼き,813.0,24.6,12.3,0.1
＜魚類＞　（あじ類）　まあじ　小型　骨付き　生,479.0,17.8,5.0,0.1
＜魚類＞　（あじ類）　まあじ　小型　骨付き　から揚げ,1119.0,24.0,18.6,3.5
＜魚類＞　（あじ類）　まるあじ　生,559.0,22.1,5.6,0.2
＜魚類＞　（あじ類）　まるあじ　焼き,734.0,28.7,7.7,0.2
＜魚類＞　（あじ類）　にしまあじ　生,651.0,19.6,9.1,0.1
＜魚類＞　（あじ類）　にしまあじ　水煮,672.0,21.7,8.8,0.1
＜魚類＞　（あじ類）　にしまあじ　焼き,781.0,24.7,10.4,0.1
＜魚類＞　（あじ類）　にしまあじ　開き干し　生,681.0,20.0,10.2,
＜魚類＞　（あじ類）　にしまあじ　開き干し　焼き,849.0,25.2,12.3,0.1
＜魚類＞　（あじ類）　むろあじ　生,621.0,23.6,6.9,0.4
＜魚類＞　（あじ類）　むろあじ　焼き,703.0,29.7,6.2,0.6
＜魚類＞　（あじ類）　むろあじ　開き干し,590.0,22.9,6.2,0.1
＜魚類＞　（あじ類）　むろあじ　くさや,945.0,49.9,3.0,0.3
＜魚類＞　あなご　生,611.0,17.3,9.3,
＜魚類＞　あなご　蒸し,723.0,17.6,12.7,
＜魚類＞　あまご　養殖　生,429.0,18.3,3.6,0.1
＜魚類＞　あまだい　生,432.0,18.8,3.6,
＜魚類＞　あまだい　水煮,476.0,20.7,4.0,
＜魚類＞　あまだい　焼き,464.0,22.5,2.6,
＜魚類＞　あゆ　天然　生,391.0,18.3,2.4,0.1
＜魚類＞　あゆ　天然　焼き,629.0,26.6,6.8,0.1
＜魚類＞　あゆ　天然　内臓　生,747.0,9.5,17.5,0.3
＜魚類＞　あゆ　天然　内臓　焼き,674.0,23.0,10.1,0.4
＜魚類＞　あゆ　養殖　生,579.0,17.8,7.9,0.6
＜魚類＞　あゆ　養殖　焼き,847.0,22.6,15.1,0.8
＜魚類＞　あゆ　養殖　内臓　生,2002.0,7.4,55.0,0.3
＜魚類＞　あゆ　養殖　内臓　焼き,2067.0,15.2,52.3,0.4
＜魚類＞　あゆ　うるか,654.0,11.4,13.1,1.8
＜魚類＞　アラスカめぬけ　生,405.0,17.2,3.4,0.1
＜魚類＞　あんこう　生,231.0,13.0,0.2,0.3
＜魚類＞　あんこう　きも　生,1657.0,10.0,41.9,2.2
＜魚類＞　いかなご　生,466.0,17.2,5.5,0.1
＜魚類＞　いかなご　煮干し,924.0,43.1,6.1,1.5
＜魚類＞　いかなご　つくだ煮,1149.0,29.4,4.6,30.7
＜魚類＞　いかなご　あめ煮,1138.0,25.6,3.7,35.8
＜魚類＞　いさき　生,487.0,17.2,5.7,0.1
＜魚類＞　いしだい　生,578.0,19.5,7.8,
＜魚類＞　いとよりだい　生,359.0,18.1,1.7,0.1
＜魚類＞　いとよりだい　すり身,383.0,16.7,0.4,5.1
＜魚類＞　いぼだい　生,552.0,16.4,8.5,
＜魚類＞　（いわし類）　うるめいわし　生,521.0,21.3,4.8,0.3
＜魚類＞　（いわし類）　うるめいわし　丸干し,928.0,45.0,5.1,0.3
＜魚類＞　（いわし類）　かたくちいわし　生,713.0,18.2,12.1,0.3
＜魚類＞　（いわし類）　かたくちいわし　煮干し,1264.0,64.5,6.2,0.3
＜魚類＞　（いわし類）　かたくちいわし　田作り,1290.0,66.6,5.7,0.3
＜魚類＞　（いわし類）　まいわし　生,653.0,19.2,9.2,0.2
＜魚類＞　（いわし類）　まいわし　水煮,766.0,22.4,8.7,0.2
＜魚類＞　（いわし類）　まいわし　焼き,837.0,25.3,9.4,0.2
＜魚類＞　（いわし類）　まいわし　フライ,1596.0,20.0,30.3,10.7
＜魚類＞　（いわし類）　まいわし　塩いわし,599.0,16.8,9.6,0.4
＜魚類＞　（いわし類）　まいわし　生干し,904.0,20.6,16.0,1.1
＜魚類＞　（いわし類）　まいわし　丸干し,749.0,32.8,5.5,0.7
＜魚類＞　（いわし類）　めざし　生,860.0,18.2,18.9,0.5
＜魚類＞　（いわし類）　めざし　焼き,838.0,23.7,15.0,0.7
＜魚類＞　（いわし類）　しらす　生,285.0,15.0,1.3,0.1
＜魚類＞　（いわし類）　しらす　釜揚げしらす,356.0,17.6,1.7,
＜魚類＞　（いわし類）　しらす干し　微乾燥品,480.0,24.5,2.1,0.1
＜魚類＞　（いわし類）　しらす干し　半乾燥品,792.0,40.5,3.5,0.5
＜魚類＞　（いわし類）　たたみいわし,1473.0,75.1,5.6,0.7
＜魚類＞　（いわし類）　みりん干し　かたくちいわし,1397.0,44.3,7.0,25.0
＜魚類＞　（いわし類）　みりん干し　まいわし,1319.0,31.4,15.7,16.3
＜魚類＞　（いわし類）　缶詰　水煮,703.0,20.7,10.6,0.1
＜魚類＞　（いわし類）　缶詰　味付け,851.0,20.4,11.9,5.7
＜魚類＞　（いわし類）　缶詰　トマト漬,696.0,17.5,10.8,1.3
＜魚類＞　（いわし類）　缶詰　油漬,1454.0,20.3,30.7,0.3
＜魚類＞　（いわし類）　缶詰　かば焼,978.0,16.2,15.6,9.3
＜魚類＞　（いわし類）　缶詰　アンチョビ,660.0,24.2,6.8,0.1
＜魚類＞　いわな　養殖　生,427.0,19.0,3.6,0.1
＜魚類＞　うぐい　生,394.0,20.1,1.5,0.2
＜魚類＞　うなぎ　養殖　生,947.0,17.1,19.3,0.3
＜魚類＞　うなぎ　きも　生,429.0,13.0,5.3,3.5
＜魚類＞　うなぎ　白焼き,1245.0,20.7,25.8,0.1
＜魚類＞　うなぎ　かば焼,1189.0,23.0,21.0,3.1
＜魚類＞　うまづらはぎ　生,318.0,18.2,0.3,
＜魚類＞　うまづらはぎ　味付け開き干し,1228.0,58.9,1.6,10.4
＜魚類＞　えい　生,334.0,19.1,0.3,0.1
＜魚類＞　えそ　生,368.0,20.1,0.8,0.1
＜魚類＞　おいかわ　生,521.0,19.2,5.8,0.1
＜魚類＞　おおさが　生,547.0,16.3,8.0,0.1
＜魚類＞　おこぜ　生,342.0,19.6,0.2,0.2
＜魚類＞　おひょう　生,394.0,19.9,1.7,0.1
＜魚類＞　かさご　生,353.0,19.3,1.1,0.1
＜魚類＞　かじか　生,412.0,15.0,5.0,0.2
＜魚類＞　かじか　水煮,452.0,15.8,5.8,0.2
＜魚類＞　かじか　つくだ煮,1240.0,29.4,5.5,33.8
＜魚類＞　（かじき類）　くろかじき　生,397.0,22.9,0.2,0.1
＜魚類＞　（かじき類）　まかじき　生,453.0,23.1,1.8,0.1
＜魚類＞　（かじき類）　めかじき　生,581.0,19.2,7.6,0.1
＜魚類＞　（かじき類）　めかじき　焼き,845.0,27.5,11.1,0.0
＜魚類＞　（かつお類）　かつお　春獲り　生,457.0,25.8,0.5,0.1
＜魚類＞　（かつお類）　かつお　秋獲り　生,631.0,25.0,6.2,0.2
＜魚類＞　（かつお類）　そうだがつお　生,533.0,25.7,2.8,0.3
＜魚類＞　（かつお類）　加工品　なまり,534.0,29.8,0.7,0.4
＜魚類＞　（かつお類）　加工品　なまり節,687.0,38.0,1.1,0.5
＜魚類＞　（かつお類）　加工品　裸節,1310.0,71.6,3.3,0.2
＜魚類＞　（かつお類）　加工品　かつお節,1410.0,77.1,2.9,0.8
＜魚類＞　（かつお類）　加工品　削り節,1387.0,75.7,3.2,0.4
＜魚類＞　（かつお類）　加工品　削り節つくだ煮,989.0,19.5,3.3,32.3
＜魚類＞　（かつお類）　加工品　角煮,939.0,31.0,1.6,21.4
＜魚類＞　（かつお類）　加工品　塩辛,244.0,12.0,1.5,
＜魚類＞　（かつお類）　缶詰　味付け　フレーク,589.0,18.4,2.7,10.7
＜魚類＞　（かつお類）　缶詰　油漬　フレーク,1200.0,18.8,24.2,0.1
＜魚類＞　かます　生,573.0,18.9,7.2,0.1
＜魚類＞　かます　焼き,563.0,23.3,4.9,0.1
＜魚類＞　（かれい類）　まがれい　生,377.0,19.6,1.3,0.1
＜魚類＞　（かれい類）　まがれい　水煮,412.0,21.4,1.1,0.1
＜魚類＞　（かれい類）　まがれい　焼き,440.0,23.4,1.3,0.1
＜魚類＞　（かれい類）　まこがれい　生,363.0,18.0,1.8,0.1
＜魚類＞　（かれい類）　まこがれい　焼き,585.0,28.5,2.8,0.2
＜魚類＞　（かれい類）　子持ちがれい　生,516.0,19.9,6.2,0.1
＜魚類＞　（かれい類）　子持ちがれい　水煮,575.0,22.3,7.2,0.1
＜魚類＞　（かれい類）　干しかれい,437.0,20.2,3.4,
＜魚類＞　かわはぎ　生,327.0,18.8,0.4,
＜魚類＞　かんぱち　三枚おろし　生,501.0,21.0,4.2,0.1
＜魚類＞　かんぱち　背側　生,402.0,22.2,1.2,0.1
＜魚類＞　きす　生,308.0,18.5,0.2,0.0
＜魚類＞　きす　天ぷら,978.0,18.4,15.2,7.8
＜魚類＞　きちじ　生,989.0,13.6,21.7,
＜魚類＞　きびなご　生,361.0,18.8,1.4,0.1
＜魚類＞　きびなご　調味干し,1021.0,47.9,7.4,0.5
＜魚類＞　キャビア　塩蔵品,1014.0,26.2,17.1,1.1
＜魚類＞　キングクリップ　生,312.0,18.2,0.1,
＜魚類＞　ぎんだら　生,874.0,13.6,18.6,
＜魚類＞　ぎんだら　水煮,1048.0,14.9,23.8,0.0
＜魚類＞　きんめだい　生,615.0,17.8,9.0,0.1
＜魚類＞　ぐち　生,331.0,18.0,0.8,
＜魚類＞　ぐち　焼き,423.0,23.4,0.8,
＜魚類＞　こい　養殖　生,657.0,17.7,10.2,0.2
＜魚類＞　こい　養殖　水煮,793.0,19.2,13.4,0.2
＜魚類＞　こい　養殖　内臓　生,1067.0,9.0,25.9,1.3
＜魚類＞　（こち類）　まごち　生,401.0,22.5,0.5,0.2
＜魚類＞　（こち類）　めごち　生,310.0,17.1,0.6,0.1
＜魚類＞　このしろ　生,612.0,19.0,8.3,0.4
＜魚類＞　このしろ　甘酢漬,770.0,19.1,10.1,6.4
＜魚類＞　（さけ・ます類）　からふとます　生,586.0,21.7,6.6,0.1
＜魚類＞　（さけ・ます類）　からふとます　焼き,735.0,28.1,7.7,0.1
＜魚類＞　（さけ・ます類）　からふとます　塩ます,614.0,20.9,7.4,0.6
＜魚類＞　（さけ・ます類）　からふとます　水煮缶詰,607.0,20.7,7.2,0.1
＜魚類＞　（さけ・ます類）　ぎんざけ　養殖　生,784.0,19.6,12.8,0.3
＜魚類＞　（さけ・ます類）　ぎんざけ　養殖　焼き,987.0,25.2,15.8,0.4
＜魚類＞　（さけ・ます類）　さくらます　生,611.0,20.9,7.7,0.1
＜魚類＞　（さけ・ます類）　さくらます　焼き,871.0,28.4,12.0,0.1
＜魚類＞　（さけ・ます類）　しろさけ　生,524.0,22.3,4.1,0.1
＜魚類＞　（さけ・ます類）　しろさけ　水煮,597.0,25.5,4.7,0.1
＜魚類＞　（さけ・ます類）　しろさけ　焼き,675.0,29.1,5.1,0.1
＜魚類＞　（さけ・ます類）　しろさけ　新巻き　生,581.0,22.8,6.1,0.1
＜魚類＞　（さけ・ます類）　しろさけ　新巻き　焼き,744.0,29.3,7.9,0.1
＜魚類＞　（さけ・ます類）　しろさけ　塩ざけ,766.0,22.4,11.1,0.1
＜魚類＞　（さけ・ます類）　しろさけ　イクラ,1057.0,32.6,15.6,0.2
＜魚類＞　（さけ・ます類）　しろさけ　すじこ,1099.0,30.5,17.4,0.9
＜魚類＞　（さけ・ます類）　しろさけ　めふん,312.0,16.9,0.9,0.4
