food_name,energy,protein,fat,carbohydrate
＜魚類＞　（さけ・ます類）　しろさけ　水煮缶詰,656.0,21.2,8.5,0.1
＜魚類＞　（さけ・ます類）　しろさけ　サケ節　削り節,1469.0,77.4,3.4,0.2
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　生,908.0,20.1,16.5,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　水煮,980.0,22.5,18.4,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　蒸し,958.0,23.8,15.8,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　電子レンジ調理,930.0,22.9,15.4,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　焼き,1125.0,24.5,19.7,0.3
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　ソテー,1104.0,25.2,20.4,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　天ぷら,1175.0,21.0,20.1,5.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　生,928.0,19.6,17.0,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　水煮,1016.0,22.7,17.9,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　蒸し,951.0,23.2,15.8,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　電子レンジ調理,963.0,22.7,16.5,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　焼き,953.0,23.9,15.7,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　ソテー,1119.0,25.8,21.0,0.1
＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　天ぷら,1107.0,20.0,18.6,5.5
＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　生,841.0,21.4,14.2,0.1
＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮なし　生,734.0,20.5,10.8,0.2
＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　焼き,994.0,27.2,15.8,0.4
＜魚類＞　（さけ・ます類）　にじます　淡水養殖　皮つき　生,489.0,19.7,4.6,0.1
＜魚類＞　（さけ・ます類）　べにざけ　生,536.0,22.5,4.5,0.1
＜魚類＞　（さけ・ます類）　べにざけ　焼き,685.0,28.5,6.0,0.1
＜魚類＞　（さけ・ます類）　べにざけ　くん製,602.0,25.7,5.5,0.1
＜魚類＞　（さけ・ます類）　ますのすけ　生,737.0,19.5,12.5,
＜魚類＞　（さけ・ます類）　ますのすけ　焼き,995.0,26.4,16.7,
＜魚類＞　（さば類）　まさば　生,883.0,20.6,16.8,0.3
＜魚類＞　（さば類）　まさば　水煮,1054.0,22.6,22.6,0.3
＜魚類＞　（さば類）　まさば　焼き,1100.0,25.2,22.4,0.4
＜魚類＞　（さば類）　まさば　フライ,1317.0,20.0,25.1,6.5
＜魚類＞　（さば類）　ごまさば　生,551.0,23.0,5.1,0.3
＜魚類＞　（さば類）　ごまさば　水煮,585.0,24.8,5.2,0.2
＜魚類＞　（さば類）　ごまさば　焼き,734.0,31.1,6.6,0.3
＜魚類＞　（さば類）　ごまさば　さば節,1399.0,73.9,5.1,
＜魚類＞　（さば類）　たいせいようさば　生,1223.0,17.2,26.8,0.4
＜魚類＞　（さば類）　たいせいようさば　水煮,1287.0,18.6,28.5,0.4
＜魚類＞　（さば類）　たいせいようさば　焼き,1354.0,21.8,29.3,0.5
＜魚類＞　（さば類）　加工品　塩さば,1099.0,26.2,19.1,0.1
＜魚類＞　（さば類）　加工品　開き干し,1260.0,18.7,28.5,0.2
＜魚類＞　（さば類）　加工品　しめさば,1215.0,18.6,26.9,1.7
＜魚類＞　（さば類）　缶詰　水煮,727.0,20.9,10.7,0.2
＜魚類＞　（さば類）　缶詰　みそ煮,876.0,16.3,13.9,6.6
＜魚類＞　（さば類）　缶詰　味付け,871.0,21.4,12.6,4.0
＜魚類＞　（さめ類）　あぶらつのざめ　生,578.0,16.8,9.4,
＜魚類＞　（さめ類）　よしきりざめ　生,336.0,18.9,0.6,
＜魚類＞　（さめ類）　ふかひれ,1463.0,83.9,1.6,
＜魚類＞　さより　生,374.0,19.6,1.3,
＜魚類＞　さわら　生,676.0,20.1,9.7,0.1
＜魚類＞　さわら　焼き,771.0,23.6,10.8,0.1
＜魚類＞　さんま　皮つき　生,1193.0,18.1,25.6,0.1
＜魚類＞　さんま　皮なし　生,1151.0,17.8,25.0,0.2
＜魚類＞　さんま　皮つき　焼き,1171.0,23.3,22.8,0.2
＜魚類＞　さんま　開き干し,968.0,19.3,19.0,0.1
＜魚類＞　さんま　みりん干し,1598.0,23.9,25.8,20.4
＜魚類＞　さんま　缶詰　味付け,1081.0,18.9,18.9,5.6
＜魚類＞　さんま　缶詰　かば焼,916.0,17.4,13.0,9.7
＜魚類＞　しいら　生,423.0,21.3,1.9,
＜魚類＞　（ししゃも類）　ししゃも　生干し　生,639.0,21.0,8.1,0.2
＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,680.0,24.3,7.8,0.2
＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,669.0,15.6,11.6,0.5
＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,710.0,18.2,11.3,0.6
＜魚類＞　したびらめ　生,377.0,19.2,1.6,
＜魚類＞　しまあじ　養殖　生,641.0,21.9,8.0,0.1
＜魚類＞　しらうお　生,295.0,13.6,2.0,0.1
＜魚類＞　シルバー　生,580.0,18.6,7.9,
＜魚類＞　すずき　生,477.0,19.8,4.2,
＜魚類＞　（たい類）　きだい　生,422.0,18.6,3.1,0.2
＜魚類＞　（たい類）　くろだい　生,574.0,20.4,6.7,0.3
＜魚類＞　（たい類）　ちだい　生,411.0,19.4,2.4,0.1
＜魚類＞　（たい類）　まだい　天然　生,543.0,20.6,5.8,0.1
＜魚類＞　（たい類）　まだい　養殖　皮つき　生,669.0,20.9,9.4,0.1
＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,761.0,22.2,11.9,0.1
＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,779.0,22.7,12.0,0.1
＜魚類＞　（たい類）　まだい　養殖　皮なし　生,551.0,21.2,5.9,0.2
＜魚類＞　たかさご　生,392.0,20.2,1.5,0.1
＜魚類＞　たかべ　生,618.0,18.7,9.0,
＜魚類＞　たちうお　生,991.0,16.5,20.9,
＜魚類＞　（たら類）　すけとうだら　生,304.0,17.4,1.0,0.1
＜魚類＞　（たら類）　すけとうだら　フライ,813.0,19.2,11.9,5.7
＜魚類＞　（たら類）　すけとうだら　すり身,416.0,17.5,0.2,6.6
＜魚類＞　（たら類）　すけとうだら　すきみだら,700.0,40.5,0.3,0.1
＜魚類＞　（たら類）　すけとうだら　たらこ　生,553.0,24.0,4.7,0.4
＜魚類＞　（たら類）　すけとうだら　たらこ　焼き,668.0,28.3,6.1,0.5
＜魚類＞　（たら類）　すけとうだら　からしめんたいこ,511.0,21.0,3.3,3.0
＜魚類＞　（たら類）　まだら　生,307.0,17.6,0.2,0.1
＜魚類＞　（たら類）　まだら　焼き,439.0,25.2,0.2,0.2
＜魚類＞　（たら類）　まだら　しらこ　生,253.0,13.4,0.8,0.2
＜魚類＞　（たら類）　まだら　塩だら,261.0,15.2,0.1,
＜魚類＞　（たら類）　まだら　干しだら,1271.0,73.2,0.8,0.1
＜魚類＞　（たら類）　加工品　でんぶ,1170.0,25.5,1.1,41.5
＜魚類＞　（たら類）　加工品　桜でんぶ,1496.0,10.6,0.5,80.2
＜魚類＞　ちか　生,349.0,19.5,0.6,
＜魚類＞　どじょう　生,306.0,16.1,1.2,
＜魚類＞　どじょう　水煮,322.0,17.1,1.2,
＜魚類＞　とびうお　生,380.0,21.0,0.7,0.1
＜魚類＞　とびうお　煮干し,1382.0,80.0,2.2,0.1
＜魚類＞　とびうお　焼き干し,1312.0,73.4,3.3,0.1
＜魚類＞　ナイルティラピア　生,521.0,19.8,5.3,0.2
＜魚類＞　なまず　生,605.0,18.4,8.6,
＜魚類＞　にぎす　生,358.0,18.7,1.2,0.1
＜魚類＞　にしん　生,816.0,17.4,15.1,0.1
＜魚類＞　にしん　身欠きにしん,935.0,20.9,16.7,0.2
＜魚類＞　にしん　開き干し,996.0,18.5,19.7,0.2
＜魚類＞　にしん　くん製,1167.0,23.1,22.1,
＜魚類＞　にしん　かずのこ　生,588.0,25.2,6.7,0.2
＜魚類＞　にしん　かずのこ　乾,1510.0,65.2,13.6,0.5
＜魚類＞　にしん　かずのこ　塩蔵　水戻し,340.0,15.0,3.0,0.6
＜魚類＞　はぜ　生,332.0,19.1,0.2,0.1
＜魚類＞　はぜ　つくだ煮,1174.0,24.3,3.0,39.9
＜魚類＞　はぜ　甘露煮,1103.0,21.1,2.2,40.3
＜魚類＞　はたはた　生,425.0,14.1,5.7,
＜魚類＞　はたはた　生干し,644.0,16.7,10.3,
＜魚類＞　はまふえふき　生,359.0,20.5,0.3,0.1
＜魚類＞　はも　生,555.0,22.3,5.3,
＜魚類＞　ひらまさ　生,541.0,22.6,4.9,0.1
＜魚類＞　ひらめ　天然　生,406.0,20.0,2.0,
＜魚類＞　ひらめ　養殖　皮つき　生,486.0,21.6,3.7,
＜魚類＞　ひらめ　養殖　皮なし　生,424.0,21.2,2.5,0.1
＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,341.0,19.3,0.3,0.2
＜魚類＞　（ふぐ類）　まふぐ　生,333.0,18.9,0.4,
＜魚類＞　ふな　生,394.0,18.2,2.5,0.1
＜魚類＞　ふな　水煮,439.0,20.3,2.8,0.1
＜魚類＞　ふな　甘露煮,1127.0,15.5,3.6,44.4
＜魚類＞　ふな　ふなずし,763.0,21.3,7.9,9.2
＜魚類＞　ぶり　成魚　生,929.0,21.4,17.6,0.3
＜魚類＞　ぶり　成魚　焼き,1087.0,26.2,20.4,0.3
＜魚類＞　ぶり　はまち　養殖　皮つき　生,904.0,20.7,17.2,0.3
＜魚類＞　ぶり　はまち　養殖　皮なし　生,751.0,21.0,12.0,0.3
＜魚類＞　ほうぼう　生,464.0,19.6,4.2,
＜魚類＞　ホキ　生,331.0,17.0,1.3,
＜魚類＞　ほっけ　生,435.0,17.3,4.4,0.1
＜魚類＞　ほっけ　塩ほっけ,475.0,18.1,4.9,0.1
＜魚類＞　ほっけ　開き干し　生,676.0,20.6,9.4,0.1
＜魚類＞　ほっけ　開き干し　焼き,749.0,23.1,10.9,0.2
＜魚類＞　ぼら　生,500.0,19.2,5.0,0.1
＜魚類＞　ぼら　からすみ,1481.0,40.4,28.9,0.3
＜魚類＞　ほんもろこ　生,434.0,17.5,4.1,0.1
＜魚類＞　（まぐろ類）　きはだ　生,432.0,24.3,1.0,
＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,490.0,26.4,1.4,0.1
＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,1281.0,20.1,27.5,0.1
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,643.0,24.8,7.6,0.3
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,727.0,27.2,8.3,0.3
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,786.0,28.0,9.9,0.2
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,802.0,30.4,8.7,0.3
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,848.0,29.0,10.6,0.3
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,812.0,28.0,10.2,0.3
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,927.0,25.1,12.6,3.2
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　生,1330.0,18.6,28.9,0.3
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　水煮,1370.0,21.4,27.1,0.3
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　蒸し,1299.0,21.8,27.3,0.1
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　電子レンジ調理,1278.0,23.1,22.7,0.2
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　焼き,1422.0,23.0,28.4,0.2
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　ソテー,1410.0,24.3,27.8,0.2
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　天ぷら,1438.0,22.0,25.4,2.4
＜魚類＞　（まぐろ類）　びんなが　生,469.0,26.0,0.7,0.2
＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,375.0,21.6,0.4,0.1
＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,1337.0,20.3,28.3,0.1
＜魚類＞　（まぐろ類）　めじまぐろ　生,587.0,25.2,4.8,0.1
＜魚類＞　（まぐろ類） めばち　赤身　生,485.0,25.4,2.3,0.3
＜魚類＞　（まぐろ類） めばち　脂身　生,662.0,23.9,7.5,0.4
＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,297.0,16.0,0.7,0.2
＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,404.0,18.3,2.5,0.4
＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,567.0,19.0,2.3,9.9
＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,1098.0,17.7,21.7,0.1
＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,1158.0,18.8,23.6,0.1
＜魚類＞　マジェランあいなめ　生,1010.0,13.3,22.9,0.1
＜魚類＞　まながつお　生,671.0,17.1,10.9,
＜魚類＞　みなみくろたち　生,473.0,21.7,3.0,0.1
＜魚類＞　みなみだら　生,288.0,16.4,0.3,
＜魚類＞　むつ　生,729.0,16.7,12.6,
＜魚類＞　むつ　水煮,673.0,22.2,8.4,
＜魚類＞　めじな　生,476.0,19.4,4.5,0.1
＜魚類＞　めばる　生,423.0,18.1,3.5,
＜魚類＞　メルルーサ　生,309.0,17.0,0.6,
＜魚類＞　やつめうなぎ　生,1018.0,15.8,21.8,0.2
＜魚類＞　やつめうなぎ　干しやつめ,1880.0,50.3,31.2,0.5
＜魚類＞　やまめ　養殖　生,464.0,18.4,4.3,0.3
＜魚類＞　わかさぎ　生,300.0,14.4,1.7,0.1
＜魚類＞　わかさぎ　つくだ煮,1302.0,28.7,5.5,38.2
＜魚類＞　わかさぎ　あめ煮,1276.0,26.3,5.1,40.4
＜貝類＞　あかがい　生,296.0,13.5,0.3,3.5
＜貝類＞　あげまき　生,189.0,8.1,0.6,2.0
＜貝類＞　あさり　生,123.0,5.7,0.7,0.4
＜貝類＞　あさり　蒸し,137.0,4.9,0.8,0.4
＜貝類＞　あさり　つくだ煮,927.0,20.8,2.4,30.1
＜貝類＞　あさり　缶詰　水煮,433.0,20.3,2.2,1.9
＜貝類＞　あさり　缶詰　味付け,528.0,16.6,1.9,11.5
＜貝類＞　あわび　くろあわび　生,324.0,14.3,0.8,3.6
＜貝類＞　あわび　まだかあわび　生,316.0,14.6,0.4,3.3
＜貝類＞　あわび　めがいあわび　生,315.0,12.2,0.3,6.8
＜貝類＞　あわび　干し,1090.0,38.0,1.6,23.8
＜貝類＞　あわび　塩辛,393.0,14.8,3.9,1.4
＜貝類＞　あわび　水煮缶詰,359.0,19.4,0.4,1.0
＜貝類＞　いがい　生,269.0,10.3,1.6,3.2
＜貝類＞　いたやがい　養殖　生,231.0,10.8,0.8,1.5
＜貝類＞　エスカルゴ　水煮缶詰,318.0,16.5,1.0,0.8
＜貝類＞　かき　養殖　生,245.0,6.9,2.2,4.9
＜貝類＞　かき　養殖　水煮,378.0,9.9,3.6,7.1
＜貝類＞　かき　養殖　フライ,1076.0,7.6,11.1,32.9
＜貝類＞　かき　くん製油漬缶詰,1222.0,12.5,22.6,11.2
＜貝類＞　さざえ　生,353.0,19.4,0.4,0.8
＜貝類＞　さざえ　焼き,387.0,21.3,0.4,0.9
＜貝類＞　さるぼう　味付け缶詰,554.0,15.9,2.2,12.9
＜貝類＞　しじみ　生,230.0,7.5,1.4,4.5
＜貝類＞　しじみ　水煮,403.0,15.4,2.7,5.5
＜貝類＞　たいらがい　貝柱　生,401.0,21.8,0.2,1.5
＜貝類＞　たにし　生,308.0,13.0,1.1,3.6
＜貝類＞　つぶ　生,347.0,17.8,0.2,2.3
＜貝類＞　とこぶし　生,332.0,16.0,0.4,3.0
＜貝類＞　とりがい　斧足　生,343.0,12.9,0.3,6.9
＜貝類＞　ばい　生,345.0,16.3,0.6,3.1
＜貝類＞　ばかがい　生,238.0,10.9,0.5,2.4
＜貝類＞　（はまぐり類）　はまぐり　生,149.0,6.1,0.6,1.8
＜貝類＞　（はまぐり類）　はまぐり　水煮,337.0,14.9,1.5,2.9
＜貝類＞　（はまぐり類）　はまぐり　焼き,299.0,13.3,1.0,2.8
＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,895.0,27.0,2.8,21.4
＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,174.0,6.5,1.0,2.7
＜貝類＞　ほたてがい　生,279.0,13.5,0.9,1.5
＜貝類＞　ほたてがい　水煮,379.0,17.6,1.9,1.9
＜貝類＞　ほたてがい　貝柱　生,347.0,16.9,0.3,3.5
＜貝類＞　ほたてがい　貝柱　焼き,521.0,23.8,0.3,4.6
＜貝類＞　ほたてがい　貝柱　煮干し,1279.0,65.7,1.4,7.6
＜貝類＞　ほたてがい　貝柱　水煮缶詰,371.0,19.5,0.6,1.5
＜貝類＞　ほっきがい　生,278.0,11.1,1.1,3.8
＜貝類＞　みるがい　水管　生,325.0,18.3,0.4,0.3
＜えび・かに類＞　（えび類）　あまえび　生,358.0,19.8,1.5,0.1
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　生,312.0,19.1,0.7,
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　ゆで,403.0,22.5,1.8,
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　焼き,346.0,21.0,1.4,0.1
＜えび・かに類＞　（えび類）　いせえび　生,365.0,20.9,0.4,
＜えび・かに類＞　（えび類）　くるまえび　養殖　生,383.0,21.6,0.6,
＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,492.0,28.2,0.5,
＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,410.0,23.5,0.4,
＜えび・かに類＞　（えび類）　さくらえび　生,331.0,16.6,2.0,0.1
＜えび・かに類＞　（えび類）　さくらえび　ゆで,349.0,18.2,1.5,
＜えび・かに類＞　（えび類）　さくらえび　素干し,1214.0,64.9,4.0,0.1
＜えび・かに類＞　（えび類）　さくらえび　煮干し,1071.0,59.1,2.5,0.1
＜えび・かに類＞　（えび類）　大正えび　生,379.0,21.7,0.3,0.1
＜えび・かに類＞　（えび類）　しばえび　生,330.0,18.7,0.4,0.1
＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,348.0,19.6,0.6,0.7
＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,810.0,20.0,10.3,6.5
＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,326.0,18.4,0.3,0.3
＜えび・かに類＞　（えび類）　加工品　干しえび,903.0,48.6,2.8,0.3
＜えび・かに類＞　（えび類）　加工品　つくだ煮,1015.0,25.9,2.2,30.1
＜えび・かに類＞　（かに類）　がざみ　生,258.0,14.4,0.3,0.3
＜えび・かに類＞　（かに類）　毛がに　生,286.0,15.8,0.5,0.2
＜えび・かに類＞　（かに類）　毛がに　ゆで,330.0,18.4,0.5,0.2
＜えび・かに類＞　（かに類）　ずわいがに　生,249.0,13.9,0.4,0.1
＜えび・かに類＞　（かに類）　ずわいがに　ゆで,274.0,15.0,0.6,0.1
＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,291.0,16.3,0.4,0.2
＜えび・かに類＞　（かに類）　たらばがに　生,239.0,13.0,0.9,0.2
＜えび・かに類＞　（かに類）　たらばがに　ゆで,328.0,17.5,1.5,0.3
＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,360.0,20.6,0.3,0.1
＜えび・かに類＞　（かに類）　加工品　がん漬,246.0,8.4,0.4,5.4
＜いか・たこ類＞　（いか類）　あかいか　生,343.0,17.9,1.5,
＜いか・たこ類＞　（いか類）　けんさきいか　生,325.0,17.5,1.0,0.1
＜いか・たこ類＞　（いか類）　こういか　生,272.0,14.9,1.3,0.1
＜いか・たこ類＞　（いか類）　するめいか　生,321.0,17.9,0.8,0.1
＜いか・たこ類＞　（いか類）　するめいか　水煮,415.0,21.9,0.9,0.1
＜いか・たこ類＞　（いか類）　するめいか　焼き,460.0,23.6,1.0,0.1
＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,329.0,18.6,0.7,0.1
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,339.0,18.6,0.6,0.1
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,734.0,16.7,10.8,6.3
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　フライ,1466.0,24.8,23.4,1.1
＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,317.0,16.9,0.9,0.0
＜いか・たこ類＞　（いか類）　ほたるいか　生,310.0,11.8,3.5,0.2
＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,386.0,17.7,2.9,0.4
＜いか・たこ類＞　（いか類）　ほたるいか　くん製,1291.0,43.1,7.5,21.3
＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,1037.0,27.0,6.7,22.9
＜いか・たこ類＞　（いか類）　やりいか　生,333.0,17.6,1.0,0.4
＜いか・たこ類＞　（いか類）　加工品　するめ,1290.0,69.2,4.3,0.4
＜いか・たこ類＞　（いか類）　加工品　さきいか,1136.0,45.5,3.1,17.3
＜いか・たこ類＞　（いか類）　加工品　くん製,856.0,35.2,1.5,12.8
＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,1312.0,22.7,4.7,46.1
＜いか・たこ類＞　（いか類）　加工品　いかあられ,1225.0,20.0,1.8,49.1
＜いか・たこ類＞　（いか類）　加工品　塩辛,480.0,15.2,3.4,6.5
＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,540.0,21.4,1.8,7.7
＜いか・たこ類＞　（たこ類）　いいだこ　生,271.0,14.6,0.8,0.1
＜いか・たこ類＞　（たこ類）　まだこ　皮つき　生,297.0,16.1,0.9,0.2
＜いか・たこ類＞　（たこ類）　まだこ　皮なし　生,372.0,19.0,1.0,0.4
＜いか・たこ類＞　（たこ類）　まだこ　ゆで,387.0,21.7,0.7,0.1
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ,317.0,16.8,1.2,0.2
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　油いため,473.0,22.4,3.0,0.2
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　素揚げ,553.0,26.0,4.0,0.2
＜いか・たこ類＞　（たこ類）　みずだこ　生,258.0,13.4,0.9,0.1
＜その他＞　あみ　つくだ煮,975.0,19.1,1.8,35.1
＜その他＞　あみ　塩辛,264.0,12.9,1.1,0.8
＜その他＞　うに　生うに,460.0,16.0,4.8,3.3
＜その他＞　うに　粒うに,726.0,17.2,5.8,15.6
＜その他＞　うに　練りうに,701.0,13.5,2.9,22.4
＜その他＞　おきあみ　生,356.0,15.0,3.2,0.2
＜その他＞　おきあみ　ゆで,327.0,13.8,3.0,
＜その他＞　くらげ　塩蔵　塩抜き,90.0,5.2,0.1,
＜その他＞　しゃこ　ゆで,375.0,19.2,1.7,0.2
＜その他＞　なまこ　生,94.0,4.6,0.3,0.5
＜その他＞　なまこ　このわた,227.0,11.4,1.8,0.5
＜その他＞　ほや　生,116.0,5.0,0.8,0.8
＜その他＞　ほや　塩辛,293.0,11.6,1.1,3.8
＜水産練り製品＞　かに風味かまぼこ,378.0,12.1,0.5,9.2
＜水産練り製品＞　黒はんぺん,501.0,11.2,2.9,13.7
＜水産練り製品＞　昆布巻きかまぼこ,353.0,8.9,0.5,11.0
＜水産練り製品＞　す巻きかまぼこ,378.0,12.0,0.8,8.7
＜水産練り製品＞　蒸しかまぼこ,394.0,12.0,0.9,9.7
＜水産練り製品＞　焼き抜きかまぼこ,434.0,16.2,1.0,7.4
＜水産練り製品＞　焼き竹輪,453.0,13.2,0.4,13.3
＜水産練り製品＞　だて巻,800.0,14.6,7.5,17.6
＜水産練り製品＞　つみれ,440.0,12.0,4.3,6.5
＜水産練り製品＞　なると,339.0,7.6,0.4,11.6
＜水産練り製品＞　はんぺん,396.0,9.9,1.0,11.4
＜水産練り製品＞　さつま揚げ,491.0,11.3,2.4,12.6
＜水産練り製品＞　魚肉ハム,653.0,13.4,6.7,11.1
